"WAKEFIELD, NORTHGATE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,3232,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,2.89,2.87,2.57,1.11,1.45,1.77,1.95,1.44,3.95,1.67,3.57,
February,2.06,0.19,2.32,3.78,0.97,3.27,1.75,0.74,2.20,0.40,0.60,
March,1.73,0.89,1.69,1.50,1.32,0.87,0.66,1.75,1.84,0.17,2.66,
April,3.06,1.01,2.48,1.56,1.17,2.57,1.20,2.01,0.53,0.89,2.15,
May,2.66,0.93,0.98,2.88,3.84,3.76,2.36,1.37,2.30,1.25,0.99,
June,1.97,0.12,1.54,0.72,2.26,0.04,2.82,1.85,3.29,0.92,1.31,
July,6.11,0.60,3.25,3.92,2.49,0.74,1.83,3.06,0.28,1.90,4.66,
August,1.51,3.58,4.83,2.40,2.35,2.64,2.68,5.64,2.52,2.56,3.37,
September,1.12,0.71,3.02,1.66,2.39,2.42,1.04,3.50,0.38,0.47,3.68,
October,1.67,1.31,0.87,1.35,2.90,2.45,2.30,1.54,3.44,2.07,2.74,
November,1.05,1.84,1.03,2.75,1.86,1.41,3.23,2.90,3.32,4.08,2.61,
December,2.38,2.85,2.84,1.90,1.88,2.41,0.72,1.95,1.12,4.74,1.70,
Total,28.21,16.90,27.42,25.53,24.88,24.35,22.54,27.75,25.17,21.12,30.04,
Calc annual,28.21,16.90,27.42,25.53,24.88,24.35,22.54,27.75,25.17,21.12,30.04,
Difference,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00,
