"TOTTON, SHORNE HILL",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,649,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,4.25,3.56,5.54,1.61,3.08,4.77,6.11,2.68,6.46,1.55,5.07,
February,0.82,0.47,3.44,6.14,0.38,4.52,2.49,4.36,2.82,1.27,1.14,
March,2.37,1.73,2.57,1.82,1.60,0.50,0.55,4.18,3.51,0.11,1.41,
April,3.04,0.96,3.51,3.51,3.74,2.52,3.64,2.19,2.29,1.12,2.71,
May,1.50,1.48,0.86,1.78,3.99,4.62,1.60,0.74,1.35,2.20,2.35,
June,2.32,0.21,1.61,0.46,2.75,0.03,3.05,2.62,2.73,1.36,0.98,
July,5.49,0.75,4.69,1.09,3.82,2.93,1.72,3.61,1.58,1.77,2.46,
August,1.47,1.94,3.94,2.48,2.99,3.54,1.06,4.41,2.69,1.93,4.33,
September,1.60,0.75,1.55,1.96,4.46,3.79,0.75,6.09,1.50,0.51,3.19,
October,3.25,0.93,1.31,5.82,4.79,4.35,3.08,2.51,6.65,4.30,2.39,
November,2.38,2.36,2.64,2.34,3.29,3.14,9.98,3.35,3.29,11.20,6.33,
December,3.18,1.89,4.94,3.36,6.74,3.96,0.42,4.28,3.15,9.14,4.23,
Total,31.67,17.03,36.60,32.37,41.63,38.67,34.45,41.02,38.02,36.46,36.59,
Calc annual,31.67,17.03,36.60,32.37,41.63,38.67,34.45,41.02,38.02,36.46,36.59,
Difference,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
