"CAIRNFIELD PATHHEAD",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,2.60,2.41,,,,,,,,
February,,,2.13,4.13,,,,,,,,
March,,,1.83,0.83,,,,,,,,
April,,,3.48,1.79,,,,,,,,
May,,,1.04,4.12,,,,,,,,
June,,,1.75,1.35,,,,,,,,
July,,,3.31,1.78,,,,,,,,
August,,,2.68,5.30,,,,,,,,
September,,,2.50,2.91,,,,,,,,
October,,,1.30,2.50,,,,,,,,
November,,,2.64,5.40,,,,,,,,
December,,,1.19,3.06,,,,,,,,
Total,,,26.45,35.58,,,,,,,,
Calc annual,0.00,0.00,26.45,35.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Difference,NaN,NaN,-0.00,-0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
