"ROTHBURY, LONG FRAMLINGTON, EMBLETON HALL",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,3589,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,1.55,2.43,1.64,2.86,,3.39,2.34,2.74,
February,,,,3.00,1.35,4.31,3.64,,1.12,1.27,1.84,
March,,,,2.47,0.89,2.02,1.18,,2.96,0.21,2.44,
April,,,,2.02,2.49,2.91,1.57,,1.34,1.94,1.85,
May,,,,2.44,5.20,3.36,2.41,,1.28,1.53,1.50,
June,,,,0.96,2.74,0.61,4.08,,5.33,1.79,0.87,
July,,,,1.98,5.70,3.03,4.86,,1.28,3.28,4.09,
August,,,,4.36,2.50,3.29,3.17,,4.05,3.72,4.70,
September,,,,1.90,2.85,4.64,3.15,,1.43,0.69,4.04,
October,,,,2.49,3.98,2.60,3.94,,3.22,2.59,1.84,
November,,,,4.13,1.45,2.57,4.69,,2.94,3.65,3.71,
December,,,,3.37,3.11,3.69,0.71,,2.06,3.95,3.01,
Total,,,,30.67,34.69,34.67,36.26,,30.40,26.96,32.63,
Calc annual,0.00,0.00,0.00,30.67,34.69,34.67,36.26,0.00,30.40,26.96,32.63,
Difference,NaN,NaN,NaN,0.00,-0.00,0.00,-0.00,NaN,0.00,0.00,0.00,
