"NOTTINGHAM THE CASTLE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,None,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,2.32,1.71,2.86,0.87,1.79,,,,,,,
February,1.60,0.33,1.96,2.59,0.65,,,,,,,
March,1.44,0.78,1.27,1.04,0.83,,,,,,,
April,3.61,0.71,2.52,2.21,1.29,,,,,,,
May,1.94,1.43,0.91,2.04,3.45,,,,,,,
June,2.41,0.49,0.54,0.43,1.26,,,,,,,
July,4.21,0.74,3.60,3.75,2.02,,,,,,,
August,0.84,4.60,5.19,2.20,2.34,,,,,,,
September,1.32,0.97,1.63,2.24,2.50,,,,,,,
October,0.95,2.27,0.58,1.22,3.33,,,,,,,
November,0.74,1.24,0.73,1.54,1.51,,,,,,,
December,2.18,1.75,2.74,2.30,2.26,,,,,,,
Total,23.56,17.02,24.53,22.43,23.23,,,,,,,
Calc annual,23.56,17.02,24.53,22.43,23.23,0.00,0.00,0.00,0.00,0.00,0.00,
Difference,0.00,0.00,0.00,0.00,-0.00,NaN,NaN,NaN,NaN,NaN,NaN,
