"CLIFTON POWER STATION",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2837,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,,,,,,,4.56,
February,,,,,,,,,,,0.37,
March,,,,,,,,,,,2.17,
April,,,,,,,,,,,1.96,
May,,,,,,,,,,,2.13,
June,,,,,,,,,,,1.66,
July,,,,,,,,,,,5.96,
August,,,,,,,,,,,6.06,
September,,,,,,,,,,,3.05,
October,,,,,,,,,,,4.94,
November,,,,,,,,,,,4.93,
December,,,,,,,,,,,3.60,
Total,,,,,,,,,,,41.39,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.39,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,
