"MARSDEN (DEERHILL)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,3198,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,4.30,7.43,3.39,4.24,3.38,4.74,4.80,4.10,11.60,1.38,6.76,
February,4.00,0.50,4.88,6.22,0.97,6.24,4.14,1.60,5.47,0.51,0.89,
March,2.91,3.98,3.07,2.73,1.39,1.47,1.65,5.35,2.59,1.17,2.34,
April,6.81,1.68,3.79,3.37,2.35,2.91,2.34,3.97,1.42,1.41,2.92,
May,6.34,2.35,1.84,4.46,6.56,4.47,4.65,1.67,2.11,4.05,2.56,
June,3.55,0.33,2.75,0.94,2.56,0.04,3.41,4.51,5.92,1.59,3.47,
July,9.48,1.93,5.47,5.18,4.35,1.77,3.34,3.27,1.77,2.03,7.57,
August,2.59,6.71,6.77,5.10,4.41,4.34,4.56,6.55,5.02,5.25,6.05,
September,2.14,1.32,4.59,4.44,5.36,3.37,3.31,6.73,0.66,1.96,5.71,
October,2.06,2.65,1.39,5.54,5.83,6.73,4.34,4.90,5.95,6.05,6.78,
November,2.60,2.34,3.28,6.46,2.90,2.47,5.37,5.14,8.84,9.53,5.99,
December,4.26,7.24,4.03,3.61,5.74,4.08,2.19,1.35,3.37,8.22,3.53,
Total,51.04,38.46,45.25,52.29,45.80,42.63,44.10,49.14,54.72,43.15,54.57,
Calc annual,51.04,38.46,45.25,52.29,45.80,42.63,44.10,49.14,54.72,43.15,54.57,
Difference,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
