"PONTEFRACT SEWAGE WORKS",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,,,,1.32,4.27,,,
February,,,,,,,,1.05,1.94,,,
March,,,,,,,,1.61,1.80,,,
April,,,,,,,,2.19,0.59,,,
May,,,,,,,,1.47,1.90,,,
June,,,,,,,,2.37,3.64,,,
July,,,,,,,,3.43,0.35,,,
August,,,,,,,,5.78,2.86,,,
September,,,,,,,,3.31,0.14,,,
October,,,,,,,,1.71,4.18,,,
November,,,,,,,,2.42,2.70,,,
December,,,,,,,0.73,2.16,0.85,,,
Total,,,,,,,,28.82,25.22,,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.73,28.82,25.22,0.00,0.00,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,-0.00,NaN,NaN,
