"BOLTON W.W. (LONGSHOOT)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2890,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,,,6.30,5.60,14.06,2.30,7.01,
February,,,,,,,5.60,2.80,6.51,1.60,0.58,
March,,,,,,,3.25,5.90,3.78,1.80,3.55,
April,,,,,,,2.60,4.90,1.50,1.57,2.77,
May,,,,,,,4.30,1.85,1.50,3.20,2.33,
June,,,,,,,3.30,5.50,7.65,1.51,2.24,
July,,,,,,,3.60,5.27,3.01,4.68,7.60,
August,,,,,,,5.18,7.27,7.93,6.85,9.50,
September,,,,,,,4.82,8.10,1.00,2.65,4.23,
October,,,,,,,4.10,6.10,6.65,9.38,7.93,
November,,,,,,,8.75,6.60,10.00,11.43,8.33,
December,,,,,,,2.63,1.62,3.58,10.60,5.23,
Total,,,,,-999.00,52.38,54.43,61.51,67.17,57.57,61.30,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,54.43,61.51,67.17,57.57,61.30,
Difference,NaN,NaN,NaN,NaN,-999.00,52.38,-0.00,-0.00,0.00,0.00,0.00,
