"LUSK, NEVITT",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,6125,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,1.32,3.59,2.39,3.55,2.18,3.11,1.46,3.82,
February,,,,5.23,0.50,3.71,2.54,2.43,2.79,3.79,1.16,
March,,,,1.08,1.44,0.71,1.16,3.53,4.05,0.43,4.05,
April,,,,3.50,2.76,2.54,2.06,1.29,1.12,1.55,1.00,
May,,,,1.28,3.07,4.84,2.28,1.19,1.19,1.65,1.62,
June,,,,0.95,2.42,0.22,2.66,3.18,4.22,1.38,1.60,
July,,,,2.74,3.91,3.13,3.68,2.89,1.57,1.88,2.80,
August,,,,5.32,3.76,2.31,3.17,5.02,3.38,4.28,5.12,
September,,,,2.19,5.22,2.26,2.01,3.93,1.00,0.37,5.59,
October,,,,2.25,2.05,2.50,2.61,3.42,4.08,2.67,3.00,
November,,,,2.24,2.30,2.28,3.31,3.69,3.99,3.99,3.23,
December,,,,2.54,4.23,1.40,0.92,2.32,3.50,5.85,3.83,
Total,,,,30.64,35.25,28.29,29.95,35.07,34.00,29.30,36.82,
Calc annual,0.00,0.00,0.00,30.64,35.25,28.29,29.95,35.07,34.00,29.30,36.82,
Difference,NaN,NaN,NaN,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,
