"HELMSLEY, BOYS' SCHOOL",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,3459,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,,,,2.88,5.54,2.50,4.64,
February,,,,,,,,1.88,1.75,1.32,1.35,
March,,,,,,,,3.00,3.18,0.35,1.94,
April,,,,,,,,2.25,1.73,1.22,3.22,
May,,,,,,,,1.48,1.27,1.78,1.46,
June,,,,,,,,3.56,4.50,2.20,2.40,
July,,,,,,,,3.77,0.62,2.10,5.34,
August,,,,,,,,8.42,4.24,3.00,3.48,
September,,,,,,,,6.55,1.10,0.43,4.16,
October,,,,,,,,2.28,4.23,3.09,2.69,
November,,,,,,,,2.85,3.16,4.17,4.54,
December,,,,,,,,2.53,1.97,5.59,2.80,
Total,,,,,,,,41.45,33.29,27.75,38.02,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.45,33.29,27.75,38.02,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,-0.00,0.00,
