"CATERHAM VALLEY, CROYDON ROAD",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,80,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,1.81,3.18,2.72,3.99,3.05,6.02,1.78,4.33,
February,,,,4.00,0.84,4.02,2.96,5.19,2.29,0.70,1.22,
March,,,,1.96,1.71,0.90,0.52,4.05,3.12,0.00,1.91,
April,,,,2.62,4.05,2.90,5.05,2.23,2.46,1.04,1.98,
May,,,,3.12,4.78,2.27,1.66,1.48,2.44,2.78,3.11,
June,,,,0.53,2.71,0.26,4.38,4.44,2.80,1.31,0.74,
July,,,,3.40,4.31,3.93,2.19,3.09,2.14,2.88,3.41,
August,,,,2.51,3.66,2.48,3.04,6.45,2.85,2.53,4.56,
September,,,,1.83,4.24,3.58,1.10,6.20,0.68,0.21,4.78,
October,,,1.48,7.22,3.77,4.26,3.05,2.66,7.43,5.13,2.06,
November,,,2.29,1.95,3.44,3.40,7.83,3.61,3.82,8.97,5.49,
December,,,4.81,3.32,3.66,3.97,0.66,4.60,4.18,9.33,3.15,
Total,,,,34.27,40.35,34.69,36.43,47.05,40.23,36.66,36.74,
Calc annual,0.00,0.00,8.58,34.27,40.35,34.69,36.43,47.05,40.23,36.66,36.74,
Difference,NaN,NaN,NaN,0.00,-0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,
