"PENSFORD (SUTTON COURT)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1974,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,5.17,4.59,3.82,2.38,4.04,4.31,5.00,4.00,5.47,0.65,5.42,
February,1.53,0.08,5.28,8.75,0.58,5.12,2.50,3.46,3.36,1.91,1.17,
March,2.92,2.05,3.78,1.71,1.80,0.40,1.30,3.36,3.47,0.25,2.36,
April,7.08,0.99,3.22,2.92,4.34,1.91,3.70,1.66,0.70,1.20,2.78,
May,2.62,2.34,0.89,1.47,5.07,5.62,3.10,0.96,1.04,2.57,1.88,
June,3.77,0.28,1.94,0.56,3.27,0.00,2.90,3.71,2.53,2.03,0.61,
July,6.04,0.62,4.42,1.53,4.24,4.58,4.70,5.22,3.89,1.24,2.81,
August,1.55,2.05,4.34,4.45,4.26,3.98,2.70,6.03,3.84,3.88,5.27,
September,1.07,1.26,3.02,3.66,3.57,3.76,1.50,6.72,1.70,0.49,4.91,
October,3.04,1.19,1.67,5.40,6.28,4.49,4.90,2.95,6.48,6.24,3.68,
November,2.24,2.26,2.15,4.21,3.59,2.84,8.00,2.96,4.17,9.82,5.56,
December,2.24,2.72,5.46,3.89,5.80,4.55,0.70,2.76,4.30,8.81,3.78,
Total,39.27,20.43,39.99,40.93,46.84,41.56,41.00,43.79,40.95,39.09,40.23,
Calc annual,39.27,20.43,39.99,40.93,46.84,41.56,41.00,43.79,40.95,39.09,40.23,
Difference,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,
