"MUSWELL HILL, TOLLINGTON SCHOOL",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,2.93,3.86,3.58,1.42,3.42,,,,,,,
February,0.40,0.40,2.28,2.99,0.59,,,,,,,
March,1.37,1.49,1.86,2.78,0.92,,,,,,,
April,3.13,1.42,3.03,1.10,,,,,,,,
May,1.36,1.30,0.71,2.17,,,,,,,,
June,,0.36,1.34,0.46,,,,,,,,
July,,0.18,2.99,,,,,,,,,
August,,1.30,2.13,,,,,,,,,
September,,2.62,2.21,,,,,,,,,
October,1.50,0.80,0.84,5.00,,,,,,,,
November,1.43,1.96,1.68,1.62,,,,,,,,
December,2.66,1.20,2.95,,,,,,,,,
Total,,16.89,25.60,,,,,,,,,
Calc annual,14.78,16.89,25.60,17.54,4.93,0.00,0.00,0.00,0.00,0.00,0.00,
Difference,NaN,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
