"SCALDWELL",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,2.18,2.45,3.37,,,,,,,,,
February,0.70,0.32,2.03,,,,,,,,,
March,2.23,0.73,1.49,,,,,,,,,
April,4.14,1.06,3.06,,,,,,,,,
May,1.54,1.68,0.84,,,,,,,,,
June,2.70,0.29,0.96,,,,,,,,,
July,3.34,0.19,3.37,,,,,,,,,
August,1.10,2.42,4.96,,,,,,,,,
September,1.88,1.00,1.99,,,,,,,,,
October,1.03,0.67,0.49,,,,,,,,,
November,1.25,1.63,1.34,,,,,,,,,
December,2.49,1.24,2.10,,,,,,,,,
Total,24.58,13.68,26.00,,,,,,,,,
Calc annual,24.58,13.68,26.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Difference,0.00,-0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
