"BATH, MONKTON COMBE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1981,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,3.86,3.62,3.94,3.87,4.99,1.40,4.68,
February,,,,,0.27,4.32,2.23,4.17,3.09,0.99,0.89,
March,,,,,1.44,0.68,1.35,3.43,3.14,0.23,2.10,
April,,,,,3.04,2.47,3.53,2.08,1.53,0.87,1.92,
May,,,,,5.17,4.04,3.48,1.05,1.96,1.90,2.00,
June,,,,,2.42,0.01,2.74,3.74,3.11,1.29,0.49,
July,,,,,3.65,4.02,2.68,3.33,2.61,2.01,2.58,
August,,,,,2.89,2.27,1.73,4.34,3.41,2.61,4.02,
September,,,,,3.50,3.62,1.45,6.34,1.54,0.58,3.89,
October,,,,,5.54,3.19,4.18,2.66,5.04,5.33,3.46,
November,,,,,2.89,2.14,7.19,3.30,3.83,7.38,4.89,
December,,,,,4.54,4.09,0.68,2.88,3.78,6.81,3.58,
Total,,,,,39.21,34.47,35.18,41.19,38.03,31.40,34.50,
Calc annual,0.00,0.00,0.00,0.00,39.21,34.47,35.18,41.19,38.03,31.40,34.50,
Difference,NaN,NaN,NaN,NaN,0.00,-0.00,0.00,-0.00,0.00,0.00,0.00,
