"BOVEY TRACEY HEDGE BARTON",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1734,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,5.89,8.91,3.28,8.69,11.29,11.22,10.16,11.46,4.02,10.96,
February,,0.32,7.74,15.64,3.67,9.03,6.14,6.62,6.91,5.35,2.88,
March,,4.75,5.73,2.51,3.85,0.56,1.49,7.17,8.52,0.43,4.24,
April,7.94,0.99,7.27,6.24,5.83,5.44,3.21,3.47,3.57,0.96,6.08,
May,2.99,2.97,1.16,3.51,5.72,6.89,2.74,0.90,1.22,4.77,2.15,
June,3.05,0.11,1.46,0.31,2.82,0.04,4.75,3.59,3.83,3.31,0.86,
July,6.24,1.80,5.85,1.53,5.17,4.79,1.84,7.71,2.32,2.34,3.81,
August,1.37,2.60,4.66,4.66,4.19,4.54,2.32,5.66,3.15,2.90,7.47,
September,2.88,1.49,5.72,4.18,7.06,5.61,2.43,8.14,1.77,0.62,8.82,
October,7.04,2.01,2.15,10.60,10.40,7.02,4.89,4.43,9.60,9.80,8.14,
November,4.19,7.73,4.08,4.65,7.89,5.92,15.47,5.93,10.32,19.29,11.01,
December,8.71,4.07,9.75,5.54,9.45,10.87,0.95,7.93,8.87,17.56,6.76,
Total,,34.73,64.48,62.65,74.74,72.00,57.45,71.71,71.54,71.35,73.18,
Calc annual,44.41,34.73,64.48,62.65,74.74,72.00,57.45,71.71,71.54,71.35,73.18,
Difference,NaN,-0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,
