"DUBLIN MONKSTOWN (PACKENHAM ROAD)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,2.99,1.52,4.59,3.18,,,,,,
February,,,1.39,7.53,1.18,4.11,,,,,,
March,,,1.34,1.97,0.78,0.62,,,,,,
April,,0.96,3.13,3.73,2.09,2.46,,,,,,
May,,1.36,0.64,1.54,2.78,4.49,,,,,,
June,,0.18,1.06,0.80,2.96,0.39,,,,,,
July,,4.01,2.24,2.72,3.24,2.69,,,,,,
August,,2.35,4.87,4.29,3.85,,,,,,,
September,,1.22,2.63,2.02,4.75,3.54,,,,,,
October,,2.03,0.59,2.48,2.25,,,,,,,
November,,3.87,0.43,2.54,2.85,6.55,,,,,,
December,,2.55,2.09,1.74,5.04,2.13,,,,,,
Total,,,23.40,32.88,36.36,30.16,,,,,,
Calc annual,0.00,18.53,23.40,32.88,36.36,30.16,0.00,0.00,0.00,0.00,0.00,
Difference,NaN,NaN,0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,
