"TORTWORTH SCHOOL",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2144,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,4.49,3.08,3.93,1.81,4.28,-999.00,4.71,3.33,5.21,0.98,5.26,
February,1.11,0.34,3.68,6.13,0.26,3.37,2.40,3.19,3.04,1.09,0.59,
March,3.15,1.71,3.36,1.97,1.25,0.60,0.41,3.15,3.64,0.29,2.50,
April,4.86,0.82,2.58,2.72,3.11,1.69,3.02,1.12,1.21,1.05,2.31,
May,2.49,1.70,0.82,1.84,5.52,4.44,2.32,1.13,0.64,2.55,1.47,
June,3.39,0.15,0.74,0.58,2.04,0.00,2.11,3.29,2.63,1.29,0.64,
July,4.87,0.54,4.87,2.02,4.35,3.21,2.86,4.26,2.65,1.67,3.90,
August,1.34,2.89,3.98,2.59,4.47,2.48,3.06,4.08,2.27,3.22,2.64,
September,2.54,2.16,1.73,2.33,4.72,4.49,1.08,5.39,1.36,0.27,3.46,
October,2.25,1.72,1.12,5.50,5.32,3.77,3.02,2.65,6.51,5.09,2.65,
November,1.82,2.08,1.79,2.37,2.81,1.60,6.83,2.75,4.21,9.32,3.83,
December,3.23,1.70,5.07,3.21,4.22,4.43,0.56,3.71,3.14,8.33,3.32,
Total,35.54,18.89,33.67,33.07,42.35,33.21,32.38,38.05,36.51,35.15,32.57,
Calc annual,35.54,18.89,33.67,33.07,42.35,30.08,32.38,38.05,36.51,35.15,32.57,
Difference,0.00,0.00,0.00,0.00,0.00,3.13,0.00,0.00,0.00,0.00,0.00,
