"PENRITH, HUTTON JOHN",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,3604,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,6.40,9.35,4.32,3.83,4.50,6.85,7.09,6.75,11.24,0.94,8.96,
February,5.91,0.25,4.92,6.33,0.81,7.28,4.68,1.61,5.66,0.51,0.75,
March,8.21,8.16,3.47,2.04,0.96,1.63,3.20,3.80,4.62,0.44,3.16,
April,3.87,1.17,2.76,3.22,1.86,4.94,2.70,3.58,1.17,1.40,1.46,
May,5.05,1.72,1.48,3.68,4.02,4.71,2.48,2.39,1.60,2.91,2.21,
June,1.23,0.28,2.05,0.75,1.63,0.12,3.66,3.34,5.46,1.67,2.37,
July,4.42,2.04,5.11,3.51,4.30,1.63,3.50,4.90,4.01,4.17,4.73,
August,1.87,5.59,3.31,10.21,2.58,3.12,5.40,8.11,7.24,4.29,7.98,
September,2.48,1.53,4.02,5.45,5.60,3.96,5.45,7.28,2.28,1.95,3.18,
October,2.46,2.44,0.91,9.20,3.83,6.91,4.31,5.79,9.07,5.75,7.84,
November,3.53,3.05,2.44,6.41,3.86,1.63,8.28,4.42,8.19,8.93,5.85,
December,4.42,6.87,8.78,3.63,9.84,6.15,1.39,1.50,3.58,11.89,5.02,
Total,49.85,42.45,43.57,58.26,43.79,48.93,52.14,53.47,64.12,44.85,53.51,
Calc annual,49.85,42.45,43.57,58.26,43.79,48.93,52.14,53.47,64.12,44.85,53.51,
Difference,0.00,0.00,0.00,0.00,-0.00,-0.00,-0.00,0.00,0.00,0.00,-0.00,
