"FRIMLEY GREEN RIDGEMOUNT",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,245,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,2.95,2.69,3.42,1.72,2.79,2.43,3.95,1.90,3.55,1.40,3.82,
February,0.35,0.36,2.66,4.56,0.48,4.13,2.35,4.49,1.92,0.56,0.81,
March,1.84,1.12,2.22,2.99,1.32,0.72,0.42,3.73,2.32,0.07,1.50,
April,4.05,0.69,3.22,2.47,3.51,2.42,3.45,1.97,2.14,0.86,2.36,
May,1.18,1.37,0.98,2.89,3.15,2.61,1.70,1.27,1.90,2.29,2.34,
June,1.57,0.42,1.35,0.42,2.73,0.01,3.11,3.25,2.34,1.28,0.49,
July,5.19,0.40,4.49,1.59,3.87,3.39,2.60,3.90,1.86,1.94,2.62,
August,1.71,1.43,2.67,1.92,2.74,3.70,0.97,3.42,1.74,1.69,3.32,
September,2.00,1.45,2.01,1.72,4.10,3.15,1.75,5.20,1.17,0.21,3.28,
October,2.25,0.90,1.15,6.02,4.07,3.16,2.56,1.43,4.92,3.09,1.62,
November,1.20,1.88,1.50,1.86,2.96,1.89,5.51,4.01,1.94,6.73,4.75,
December,2.42,1.41,3.57,2.74,4.58,3.53,0.40,4.40,2.59,7.06,2.69,
Total,26.71,14.12,29.24,30.90,36.30,31.14,28.77,38.95,28.39,27.18,29.60,
Calc annual,26.71,14.12,29.24,30.90,36.30,31.14,28.77,38.97,28.39,27.18,29.60,
Difference,0.00,-0.00,-0.00,0.00,-0.00,0.00,0.00,-0.02,0.00,0.00,-0.00,
