"ELLON (AUCHMACOY HOUSE)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5651,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,,,,,3.10,2.25,1.54,
February,,,,,,,,,0.44,1.68,1.29,
March,,,,,,,,,2.48,0.38,1.26,
April,,,,,,,,,1.84,2.19,2.91,
May,,,,,,,,,0.99,1.46,1.27,
June,,,,,,,,,2.53,1.95,1.70,
July,,,,,,,,,1.57,2.73,2.34,
August,,,,,,,,,1.77,2.36,7.09,
September,,,,,,,,,3.05,1.67,4.68,
October,,,,,,,,3.57,2.41,4.61,4.10,
November,,,,,,,,3.87,3.52,2.69,3.39,
December,,,,,,,,2.10,2.96,4.03,2.62,
Total,,,,,,,,9.54,26.66,28.00,34.19,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.54,26.66,28.00,34.19,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,-0.00,0.00,
