"CARRICKFERGUS NORTH WOODBURN",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,6222,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,4.99,5.66,4.17,4.63,4.32,3.52,6.01,3.21,6.09,2.31,4.01,
February,2.74,1.04,4.03,5.76,1.38,5.25,5.25,2.41,3.26,3.11,0.49,
March,2.94,2.75,1.50,1.57,2.02,1.66,1.17,2.89,4.94,0.58,2.50,
April,3.35,1.18,3.81,4.02,3.33,4.53,3.16,2.06,1.98,1.72,1.28,
May,4.33,2.67,2.04,1.94,5.33,6.89,2.60,1.68,1.47,2.98,2.03,
June,3.90,0.47,2.55,1.08,3.69,0.62,2.37,5.06,5.65,3.45,1.96,
July,3.53,4.59,4.38,3.77,5.74,3.92,4.46,4.53,2.27,3.09,5.76,
August,3.84,4.06,4.99,7.19,5.09,2.50,4.66,3.54,4.95,6.98,7.17,
September,3.62,2.13,4.67,4.72,6.08,4.20,2.65,5.05,2.21,1.12,5.00,
October,6.99,4.54,2.02,4.25,2.62,4.25,4.88,4.01,7.88,4.44,6.11,
November,4.37,5.37,2.26,2.65,3.70,1.72,5.29,5.69,6.41,5.07,4.53,
December,6.78,4.16,3.91,8.63,5.19,4.08,1.57,2.80,3.77,8.76,4.54,
Total,51.38,38.62,40.33,50.21,48.49,43.14,44.07,42.93,50.88,43.61,45.38,
Calc annual,51.38,38.62,40.33,50.21,48.49,43.14,44.07,42.93,50.88,43.61,45.38,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,
