"WORKSOP OSBERTON GARDENS",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2633,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,2.35,1.98,2.81,1.16,1.36,1.24,1.73,1.26,3.35,1.47,2.48,
February,2.35,0.27,2.49,3.58,1.14,1.61,1.30,1.66,1.47,0.55,0.57,
March,1.67,1.00,1.85,0.99,0.59,1.08,0.78,2.13,2.03,0.02,2.38,
April,3.31,1.09,2.73,2.17,1.22,1.75,1.69,1.83,1.15,0.96,2.18,
May,2.85,1.44,1.49,3.12,2.61,3.08,1.90,1.18,1.53,0.83,0.98,
June,2.33,0.45,1.02,0.91,1.34,0.25,3.08,2.91,1.70,1.15,2.70,
July,3.99,0.49,3.39,3.16,2.12,1.08,1.39,2.52,0.34,1.13,4.37,
August,0.65,4.56,6.56,2.97,2.90,1.49,3.00,3.20,2.23,1.68,3.11,
September,1.85,0.81,2.37,2.08,1.91,3.12,0.85,4.11,0.26,1.08,2.82,
October,1.86,2.80,0.60,1.21,3.76,1.91,1.56,1.75,2.29,2.93,1.69,
November,1.24,1.67,0.93,1.95,1.39,1.84,2.37,2.41,1.62,4.02,2.46,
December,2.37,2.05,2.43,2.11,1.81,1.02,0.88,2.26,1.70,2.73,1.07,
Total,26.82,18.61,28.67,25.41,22.15,19.47,20.53,27.22,19.67,18.55,26.81,
Calc annual,26.82,18.61,28.67,25.41,22.15,19.47,20.53,27.22,19.67,18.55,26.81,
Difference,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,
