"ABERDARE (NANTHIR RESERVOIR)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,4145,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,9.68,9.16,6.78,5.56,7.98,7.97,9.87,7.50,9.19,1.51,11.84,
February,2.99,0.17,8.19,14.60,0.58,11.97,4.88,4.64,5.70,1.40,0.69,
March,7.86,7.33,6.71,2.31,2.48,1.61,1.80,5.16,4.53,0.97,3.84,
April,9.98,1.08,4.24,4.28,5.24,3.87,3.42,1.93,1.62,0.53,4.25,
May,3.28,1.70,1.18,3.91,4.62,6.91,3.11,2.28,0.63,5.23,2.83,
June,2.71,0.44,1.35,0.96,2.85,0.04,2.70,4.69,4.49,3.39,1.62,
July,6.79,2.13,5.74,3.36,6.15,3.12,3.14,5.01,2.51,5.29,4.98,
August,2.31,4.87,3.64,5.02,6.83,4.84,4.28,8.57,4.50,3.51,7.03,
September,5.26,2.90,4.22,5.75,8.67,5.09,1.82,5.36,1.71,1.98,7.11,
October,6.17,2.27,1.92,13.46,7.21,9.05,4.69,4.96,8.98,9.82,9.94,
November,3.81,5.08,3.22,5.79,4.43,3.60,12.52,3.41,7.61,19.73,8.64,
December,9.25,5.96,9.12,5.33,12.64,6.23,0.49,3.51,4.77,19.57,7.15,
Total,70.09,43.09,56.31,70.33,69.68,64.30,52.72,57.02,56.24,72.93,69.92,
Calc annual,70.09,43.09,56.31,70.33,69.68,64.30,52.72,57.02,56.24,72.93,69.92,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
