"EDINBURGH WATER WORKS (TALLA LINNS FOOT) 6. A.",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,8.95,10.75,,,,,,,,,,
February,6.22,0.77,,,,,,,,,,
March,10.40,10.49,,,,,,,,,,
April,4.81,1.65,,,,,,,,,,
May,8.18,3.99,,,,,,,,,,
June,2.15,0.87,,,,,,,,,,
July,5.17,4.45,,,,,,,,,,
August,5.12,7.82,,,,,,,,,,
September,2.36,2.38,,,,,,,,,,
October,3.68,4.63,,,,,,,,,,
November,3.46,3.03,,,,,,,,,,
December,7.48,6.95,,,,,,,,,,
Total,67.98,57.78,,,,,,,,,,
Calc annual,67.98,57.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Difference,0.00,-0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
