"BLACKBURN SAMLESBURY SEWAGE WORKS",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2956,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,3.99,6.66,2.89,3.89,3.11,3.11,4.11,4.28,8.54,1.81,5.47,
February,3.01,0.31,4.53,5.80,0.96,6.36,4.61,1.43,4.08,0.97,0.30,
March,4.43,3.41,1.95,1.14,1.44,1.73,1.37,3.22,2.10,1.36,2.53,
April,4.13,1.88,2.48,3.23,1.54,2.71,2.17,2.20,1.04,1.21,1.85,
May,7.05,2.41,2.09,4.05,5.38,3.95,3.62,1.27,1.11,2.62,1.28,
June,3.07,0.38,2.79,1.23,2.89,0.23,1.74,3.66,5.54,1.81,2.35,
July,5.34,2.23,5.38,4.44,4.38,2.65,3.95,3.77,2.74,3.18,5.95,
August,1.79,5.23,6.07,5.45,5.90,3.77,4.27,5.61,6.86,5.40,6.29,
September,2.69,1.88,3.76,4.68,4.34,4.49,4.79,6.81,1.41,2.08,2.73,
October,1.28,3.88,0.90,5.13,5.03,5.38,3.89,3.01,5.45,6.40,5.67,
November,1.92,2.50,2.82,5.50,2.68,2.74,6.21,3.67,5.17,6.63,5.13,
December,2.53,6.07,5.28,4.49,4.88,2.84,1.67,1.20,2.92,7.09,3.79,
Total,41.23,36.84,40.94,49.03,42.53,39.96,42.40,40.13,46.96,40.56,43.34,
Calc annual,41.23,36.84,40.94,49.03,42.53,39.96,42.40,40.13,46.96,40.56,43.34,
Difference,-0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,
