"RHONDDA W.W. (LLYN FAWR RESR) OLD GAUGE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,4048,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,15.68,16.21,7.94,7.00,8.49,9.94,13.63,9.27,17.76,3.51,16.29,
February,6.39,0.15,12.74,18.18,0.75,16.11,9.07,7.12,13.01,2.61,1.28,
March,9.56,11.55,9.01,2.66,3.88,1.35,3.09,7.57,7.58,1.78,4.87,
April,12.27,1.64,4.28,6.56,7.45,5.14,4.38,3.47,2.08,0.91,5.21,
May,6.33,3.64,2.42,5.13,6.42,9.49,5.08,3.13,0.52,6.78,3.70,
June,5.73,0.72,2.98,2.33,4.63,0.45,3.43,5.72,6.58,5.23,4.51,
July,11.29,4.44,11.84,6.61,8.02,5.04,4.69,7.24,4.30,5.48,7.23,
August,5.11,10.10,7.47,11.25,12.01,7.76,9.70,14.15,7.46,6.82,10.35,
September,7.88,4.91,7.92,8.61,13.55,6.70,3.67,11.34,2.09,2.71,10.42,
October,8.18,4.37,3.15,15.48,11.23,13.51,8.00,6.91,16.66,12.35,15.09,
November,7.22,5.40,4.93,9.99,6.31,5.46,16.02,7.32,16.41,24.72,12.92,
December,14.05,9.88,13.38,9.10,17.26,8.95,0.44,4.87,10.30,21.66,9.29,
Total,109.69,73.01,88.06,102.90,100.00,89.90,81.20,88.11,104.75,94.56,101.16,
Calc annual,109.69,73.01,88.06,102.90,100.00,89.90,81.20,88.11,104.75,94.56,101.16,
Difference,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,0.00,0.00,
