"CAMBRIDGE (BARROW ROAD)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1201,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,2.27,2.21,2.49,1.33,2.64,1.40,2.06,2.00,3.22,1.57,1.73,
February,0.44,0.40,1.57,2.47,0.90,2.57,2.45,3.07,1.13,0.62,0.63,
March,1.74,0.77,1.38,1.80,0.68,1.11,0.36,1.80,1.31,0.15,1.80,
April,3.94,1.37,2.55,1.15,2.73,1.94,3.04,1.81,0.87,1.50,2.53,
May,3.11,0.70,1.52,1.28,3.79,1.92,2.15,0.80,2.38,2.38,3.51,
June,1.30,0.58,1.23,0.73,2.02,0.56,2.34,2.89,2.39,0.97,0.39,
July,3.29,0.37,4.62,2.03,3.34,2.00,2.66,2.09,2.51,2.88,3.19,
August,1.05,1.08,2.54,2.99,2.28,1.97,1.20,2.68,2.30,0.57,2.14,
September,2.32,1.34,2.13,1.99,2.28,2.93,2.47,3.71,0.55,0.19,3.54,
October,0.72,1.10,0.63,4.02,3.50,2.64,2.48,1.85,2.75,2.96,1.10,
November,0.65,1.80,1.14,1.38,2.23,1.58,3.27,2.66,1.80,4.09,3.89,
December,1.86,1.26,1.57,2.06,2.33,1.66,0.50,2.35,2.36,3.29,2.25,
Total,22.69,12.98,23.37,23.23,28.72,22.28,24.98,27.71,23.57,21.17,26.70,
Calc annual,22.69,12.98,23.37,23.23,28.72,22.28,24.98,27.71,23.57,21.17,26.70,
Difference,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,-0.00,
