"HASLEMERE HANGERFIELD",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,4.46,3.90,4.96,2.15,,,,,,,,
February,0.95,0.17,3.53,6.23,,,,,,,,
March,2.95,1.48,2.94,2.55,,,,,,,,
April,3.41,0.90,4.09,3.26,,,,,,,,
May,1.02,2.09,1.17,,,,,,,,,
June,1.87,0.12,1.80,,,,,,,,,
July,5.93,0.27,4.73,,,,,,,,,
August,1.79,2.28,3.15,,,,,,,,,
September,2.99,0.93,1.78,,,,,,,,,
October,2.77,0.60,0.99,,,,,,,,,
November,2.09,2.33,2.14,,,,,,,,,
December,4.27,2.38,5.26,,,,,,,,,
Total,34.50,17.45,36.54,,,,,,,,,
Calc annual,34.50,17.45,36.54,14.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Difference,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
