"DARTMOOR (CRAMBER TOR)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,9.35,7.10,7.25,,,,,,,,,
February,1.90,0.30,6.80,,,,,,,,,
March,5.95,4.75,5.20,,,,,,,,,
April,6.10,1.42,5.45,,,,,,,,,
May,2.90,3.15,2.40,,,,,,,,,
June,2.50,0.18,2.10,,,,,,,,,
July,7.70,3.05,7.10,,,,,,,,,
August,2.40,4.25,6.20,,,,,,,,,
September,3.80,1.45,4.60,,,,,,,,,
October,6.10,2.40,2.50,,,,,,,,,
November,3.50,6.30,4.50,,,,,,,,,
December,7.50,4.15,8.85,,,,,,,,,
Total,59.70,38.50,62.95,,,,,,,,,
Calc annual,59.70,38.50,62.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Difference,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
