"SHEFFIELD (LODGE MOOR)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,,,,,,,,
February,,,,7.76,,,,,,,,
March,,,,2.88,,,,,,,,
April,,,,3.01,,,,,,,,
May,,,,3.98,,,,,,,,
June,,,,0.60,,,,,,,,
July,,,,4.67,,,,,,,,
August,,,,4.05,,,,,,,,
September,,,,3.26,,,,,,,,
October,,,,,,,,,,,,
November,,,,,,,,,,,,
December,,,,,,,,,,,,
Total,,,,,,,,,,,,
Calc annual,0.00,0.00,0.00,30.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
