"FOREST GATE, MONEGA ROAD",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1252,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,,,,1.25,3.08,0.88,2.21,
February,,,,,,,,3.00,1.42,0.44,0.87,
March,,,,,,,,1.85,1.39,0.06,1.51,
April,,,,,,,,1.59,1.08,1.15,1.49,
May,,,,,,,,1.46,1.86,1.98,2.86,
June,,,,,,,,2.25,2.10,1.03,3.08,
July,,,,,,,,1.92,1.57,1.65,1.62,
August,,,,,,,,3.66,2.57,1.99,3.27,
September,,,,,,,,3.96,0.60,0.55,2.61,
October,,,,,,,,1.10,3.09,2.54,1.08,
November,,,,,,,,1.95,1.86,4.44,3.60,
December,,,,,,,,3.13,2.40,3.62,1.76,
Total,,,,,,,,27.12,23.02,20.33,25.96,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.12,23.02,20.33,25.96,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,-0.00,-0.00,
