"DOUGLAS (CLYPSE RESERVOIR ONCHAN)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,4416,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,3.86,5.11,7.19,3.79,5.85,3.43,5.16,3.84,7.08,3.07,5.87,
February,1.88,0.60,5.13,5.28,1.51,5.09,5.20,2.82,3.23,1.88,0.76,
March,3.80,3.95,2.48,1.36,3.10,1.45,1.31,5.04,3.99,1.24,2.83,
April,5.18,1.28,3.74,2.64,3.83,3.25,1.87,1.97,1.40,1.47,2.41,
May,3.66,2.10,1.05,3.06,5.25,4.68,2.52,2.38,1.27,2.48,1.95,
June,3.20,0.25,1.62,1.06,3.25,0.10,2.39,4.11,6.00,1.67,2.28,
July,5.12,5.18,4.16,3.01,5.51,2.21,3.00,3.32,2.53,2.97,3.01,
August,4.02,5.63,2.74,6.89,5.20,2.55,4.09,5.29,5.63,4.94,6.17,
September,3.90,1.70,4.24,3.79,7.09,5.15,3.38,6.80,2.39,0.96,7.33,
October,4.58,3.20,1.91,7.11,3.03,5.92,3.53,4.46,8.91,8.21,8.89,
November,3.28,5.42,2.92,4.02,4.03,2.93,5.61,5.58,8.55,7.20,6.29,
December,5.06,3.72,4.79,6.50,6.25,4.57,1.62,3.90,4.28,8.04,6.81,
Total,47.54,38.14,41.97,48.51,53.90,41.33,39.68,49.51,55.26,44.13,54.60,
Calc annual,47.54,38.14,41.97,48.51,53.90,41.33,39.68,49.51,55.26,44.13,54.60,
Difference,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,-0.00,0.00,0.00,
