"MOORFOOT HILLS (ROSEBERY)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5115,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,3.58,6.32,2.69,1.96,2.18,2.81,3.20,2.25,4.91,1.02,3.80,
February,3.36,0.97,2.15,3.56,0.90,4.82,2.47,1.11,2.46,0.85,1.01,
March,3.13,2.84,2.05,1.42,0.96,3.31,2.05,2.38,2.58,0.31,2.45,
April,3.15,0.93,2.23,3.22,1.40,4.06,2.46,1.87,1.15,1.54,1.22,
May,3.19,1.92,1.29,3.58,4.15,4.74,3.73,1.60,1.81,1.66,1.31,
June,1.16,0.61,1.82,1.63,2.15,0.66,4.40,2.87,4.66,1.99,1.50,
July,3.81,3.01,4.34,3.67,4.06,1.35,3.74,2.82,2.06,3.56,3.58,
August,6.32,5.28,1.98,4.89,2.95,3.68,2.41,6.24,5.33,4.71,5.14,
September,1.36,1.87,2.18,2.15,3.78,5.16,4.23,9.03,1.95,0.38,5.21,
October,1.56,4.24,2.20,3.74,2.87,1.77,3.77,3.86,3.80,3.30,3.33,
November,2.50,1.29,1.70,4.79,1.52,1.00,3.19,2.84,3.30,3.56,4.94,
December,2.59,4.42,3.12,2.77,2.81,3.33,0.82,2.55,1.98,4.87,2.00,
Total,35.71,33.70,27.75,37.38,29.73,36.69,36.47,39.42,35.99,27.75,35.49,
Calc annual,35.71,33.70,27.75,37.38,29.73,36.69,36.47,39.42,35.99,27.75,35.49,
Difference,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,0.00,0.00,
