"KELTY BLAIRADAM WOODS",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5481,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,3.80,5.16,3.60,2.40,3.50,2.70,4.90,2.25,5.30,0.80,4.00,
February,3.27,0.59,2.40,4.25,0.75,3.75,4.10,2.00,2.60,1.50,1.15,
March,2.55,3.30,2.30,1.15,0.98,1.20,1.45,2.70,2.50,0.45,2.00,
April,2.80,1.22,2.03,3.10,1.70,3.80,1.73,1.50,0.90,1.40,1.45,
May,3.49,2.39,2.20,1.23,5.40,6.45,2.10,2.60,1.60,2.60,1.70,
June,1.61,0.30,1.90,1.30,2.00,0.50,4.10,4.10,5.05,2.10,1.20,
July,2.48,2.65,4.35,2.50,4.35,1.30,3.70,2.70,2.30,2.30,3.30,
August,5.92,6.60,2.20,6.40,3.80,3.90,2.15,9.00,5.60,5.30,5.20,
September,1.80,1.60,1.95,3.50,4.35,3.20,4.55,6.00,3.10,0.75,4.80,
October,1.52,3.90,2.95,3.50,3.55,2.55,3.70,5.40,4.90,3.10,3.50,
November,2.90,2.30,2.40,2.60,2.85,1.10,5.70,2.70,4.20,4.50,4.15,
December,3.70,4.55,2.00,2.75,4.30,2.10,0.90,2.30,3.50,5.00,2.40,
Total,35.84,34.56,30.28,34.68,37.53,32.55,39.08,43.25,41.55,29.80,34.85,
Calc annual,35.84,34.56,30.28,34.68,37.53,32.55,39.08,43.25,41.55,29.80,34.85,
Difference,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,
