"LOCH ASSYNT, INCHNADAMPH HOTEL",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,,5.43,5.90,,,,,
February,,,,,,8.18,2.41,,,,,
March,,,,,,6.59,8.10,,,,,
April,,,,,,4.38,3.10,,,,,
May,,,,,,4.31,2.37,,,,,
June,,,,,,2.46,2.90,,,,,
July,,,,,,2.90,3.35,,,,,
August,,,,,,2.72,6.14,,,,,
September,,,,,,11.73,6.11,,,,,
October,,,,,,8.21,9.00,,,,,
November,,,,,,3.52,5.00,,,,,
December,,,,,,6.17,7.00,,,,,
Total,,,,,,66.60,61.38,,,,,
Calc annual,0.00,0.00,0.00,0.00,0.00,66.60,61.38,0.00,0.00,0.00,0.00,
Difference,NaN,NaN,NaN,NaN,NaN,-0.00,0.00,NaN,NaN,NaN,NaN,
