"READING VICTORIA SQUARE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,2.95,2.38,2.96,,,,,,,,,
February,0.48,0.30,2.64,,,,,,,,,
March,1.70,1.31,1.83,,,,,,,,,
April,3.42,0.81,2.97,,,,,,,,,
May,1.32,1.89,0.82,,,,,,,,,
June,2.36,0.35,1.33,,,,,,,,,
July,5.87,0.15,3.92,,,,,,,,,
August,1.41,1.44,3.42,,,,,,,,,
September,1.34,2.34,1.27,,,,,,,,,
October,2.28,1.21,0.70,,,,,,,,,
November,1.40,1.97,1.35,,,,,,,,,
December,2.24,1.46,2.49,,,,,,,,,
Total,26.77,15.61,25.70,,,,,,,,,
Calc annual,26.77,15.61,25.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Difference,-0.00,0.00,-0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
