"BALLYNAHINCH CASTLE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,6154,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,7.37,6.87,8.11,7.34,6.82,5.66,10.18,8.59,10.47,3.47,9.03,
February,4.78,2.35,8.03,9.82,2.70,7.64,6.00,6.15,4.67,6.64,0.93,
March,4.95,7.03,4.08,4.65,3.30,1.81,2.01,8.33,4.48,0.93,5.44,
April,4.61,2.02,4.82,5.57,4.52,5.01,3.57,3.33,4.23,1.57,2.98,
May,4.98,3.66,3.61,3.61,7.26,5.07,5.12,2.40,1.69,3.71,2.65,
June,3.44,0.83,3.82,2.83,6.60,0.86,5.90,5.58,8.69,3.89,4.26,
July,5.46,4.00,9.05,5.67,6.95,7.98,3.04,3.89,3.81,10.47,5.76,
August,4.14,6.09,6.31,9.76,7.60,5.21,6.00,8.81,8.49,9.33,9.62,
September,7.69,1.63,8.46,8.75,9.19,4.14,5.02,9.97,6.73,2.31,7.60,
October,5.25,7.36,2.35,8.97,8.56,6.29,5.69,5.98,11.25,7.68,10.04,
November,7.90,7.23,4.56,7.83,6.80,4.33,11.16,5.00,9.48,9.09,7.83,
December,6.31,7.56,7.72,8.85,12.27,4.55,2.56,6.15,7.49,11.52,9.76,
Total,66.88,56.63,70.92,83.65,82.57,58.55,66.25,74.18,81.48,70.61,75.90,
Calc annual,66.88,56.63,70.92,83.65,82.57,58.55,66.25,74.18,81.48,70.61,75.90,
Difference,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,
