"ST HELIER (ST LOUIS OBSERVATORY)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,4426,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,3.60,,,,,4.43,3.88,4.64,4.97,,,
February,0.32,,,,,3.17,2.86,1.76,4.05,,,
March,1.65,,,,,0.82,1.03,3.32,2.47,,,
April,2.83,,,,,3.34,2.94,1.39,2.31,,,
May,1.72,,,,,3.77,2.21,0.17,5.18,,,
June,2.25,,,,,0.01,3.82,3.28,2.09,,,
July,2.67,,,,,2.37,1.10,2.61,0.58,,,
August,0.84,,,,,3.12,1.32,4.22,3.23,,,
September,3.13,,,,,2.46,0.37,6.72,1.94,,,
October,1.24,,,,,2.51,3.10,1.83,6.08,,,
November,1.63,,,,,4.28,6.73,4.31,3.98,,,
December,3.60,,,,,5.72,0.94,2.51,4.06,,,
Total,25.48,,,,,36.00,30.30,36.76,40.94,,,
Calc annual,25.48,0.00,0.00,0.00,0.00,36.00,30.30,36.76,40.94,0.00,0.00,
Difference,0.00,NaN,NaN,NaN,NaN,0.00,-0.00,0.00,0.00,NaN,NaN,
