"REIGATE, COURLEIGH",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,2.66,3.57,1.75,2.78,2.97,,,,,,
February,,0.18,2.68,4.16,0.71,4.04,,,,,,
March,,1.53,2.53,2.05,1.54,0.74,,,,,,
April,,1.12,3.47,2.47,3.42,3.39,,,,,,
May,,1.55,0.85,3.18,3.39,2.23,,,,,,
June,,0.05,1.52,0.37,2.30,0.15,,,,,,
July,,0.15,3.56,3.10,3.55,3.47,,,,,,
August,,1.23,2.64,2.39,3.26,2.36,,,,,,
September,,1.08,1.92,1.56,3.08,2.75,,,,,,
October,,0.99,0.98,6.57,3.45,3.46,,,,,,
November,,1.65,2.08,1.72,3.25,2.98,,,,,,
December,,1.91,4.47,2.93,2.81,3.32,,,,,,
Total,,14.10,30.27,32.25,33.54,31.86,,,,,,
Calc annual,0.00,14.10,30.27,32.25,33.54,31.86,0.00,0.00,0.00,0.00,0.00,
Difference,NaN,-0.00,-0.00,0.00,0.00,-0.00,NaN,NaN,NaN,NaN,NaN,
