"HALIFAX PUBLIC LIBRARY",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,3241,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,4.52,7.37,3.84,2.83,2.27,4.39,3.72,2.96,8.38,1.62,5.36,
February,3.08,0.20,3.64,5.17,1.07,6.10,2.90,1.28,4.91,0.47,0.87,
March,2.78,2.76,2.75,1.84,1.52,1.44,1.58,2.95,2.27,0.45,1.93,
April,4.53,1.20,3.48,2.56,1.97,2.41,1.83,3.27,1.15,1.30,3.12,
May,4.76,1.50,1.38,3.43,4.39,4.61,4.04,1.28,1.96,1.67,1.82,
June,2.67,0.12,1.94,0.66,1.86,0.07,2.59,2.62,5.86,0.89,2.01,
July,7.29,1.30,4.44,3.82,3.33,1.11,2.98,2.44,0.94,1.95,5.71,
August,1.13,4.09,5.37,4.39,3.10,3.49,3.34,6.05,3.20,2.39,4.96,
September,2.01,1.41,3.61,3.14,4.24,2.82,2.61,4.45,0.41,0.90,5.49,
October,2.83,2.80,0.97,3.75,4.19,4.43,4.08,3.64,5.19,3.66,4.53,
November,1.89,2.21,1.87,5.54,2.42,2.65,4.86,3.75,5.32,6.11,4.68,
December,4.01,5.32,4.66,3.03,4.49,4.33,1.55,2.05,1.84,7.15,3.10,
Total,41.50,30.28,37.95,40.16,34.85,37.85,36.08,36.74,41.43,28.56,43.58,
Calc annual,41.50,30.28,37.95,40.16,34.85,37.85,36.08,36.74,41.43,28.56,43.58,
Difference,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,-0.00,-0.00,-0.00,
