"HACKETSTOWN RECTORY",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,6087,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,5.62,3.66,4.51,2.36,8.38,4.33,7.91,3.45,4.22,2.46,5.21,
February,2.73,1.74,2.58,7.06,1.76,5.17,2.67,4.85,3.40,4.22,1.00,
March,4.08,2.85,1.96,2.55,0.97,0.89,0.77,5.69,7.69,1.10,5.19,
April,4.19,0.92,3.23,3.01,3.46,3.69,1.95,1.34,3.08,0.86,3.01,
May,2.81,2.01,1.58,1.82,3.99,6.08,2.18,1.64,1.36,2.84,2.72,
June,2.12,1.01,1.77,1.77,3.62,0.43,2.89,4.42,5.57,2.00,2.10,
July,6.70,2.93,3.19,3.39,4.02,3.82,2.80,5.18,1.59,2.86,5.22,
August,3.52,5.03,6.18,5.49,4.19,2.89,3.49,6.21,5.28,4.16,7.95,
September,1.54,1.44,3.71,3.39,6.39,3.03,1.58,2.91,1.30,0.98,6.05,
October,6.69,3.08,1.29,4.44,3.18,3.83,3.06,3.58,5.65,3.88,6.17,
November,3.90,4.63,1.19,3.01,4.17,3.07,5.62,3.07,4.80,6.65,4.48,
December,3.76,2.22,2.96,2.98,4.92,2.55,1.41,3.41,4.15,8.48,4.07,
Total,47.66,31.52,34.15,41.27,49.05,39.78,36.33,45.75,48.09,40.49,53.17,
Calc annual,47.66,31.52,34.15,41.27,49.05,39.78,36.33,45.75,48.09,40.49,53.17,
Difference,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,
