"SPROWSTON HALL",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,2.17,1.71,,,,,,,,,,
February,0.69,0.39,,,,,,,,,,
March,1.14,0.88,,,,,,,,,,
April,3.18,1.48,,,,,,,,,,
May,1.22,1.49,,,,,,,,,,
June,2.14,0.56,,,,,,,,,,
July,2.88,0.53,,,,,,,,,,
August,1.80,1.60,,,,,,,,,,
September,2.35,1.32,,,,,,,,,,
October,0.75,1.49,,,,,,,,,,
November,0.80,1.93,,,,,,,,,,
December,2.89,1.92,,,,,,,,,,
Total,22.01,15.30,,,,,,,,,,
Calc annual,22.01,15.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Difference,-0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
