"CARDIFF WW (NANT PENIG)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,4157,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,16.51,17.48,8.98,8.79,8.35,13.62,13.45,11.23,22.33,2.78,15.84,
February,8.63,0.29,15.59,16.55,0.97,16.23,7.04,7.38,14.73,1.35,0.58,
March,10.91,12.72,9.44,2.79,4.04,2.02,2.54,8.80,8.10,1.96,4.67,
April,14.77,2.00,5.38,7.20,8.52,6.29,4.63,3.34,3.16,1.10,4.76,
May,7.43,4.39,2.90,5.77,7.22,10.37,5.05,4.10,0.92,8.12,3.73,
June,7.98,1.02,3.79,3.33,5.45,0.01,3.85,8.58,10.92,5.30,5.65,
July,12.32,7.52,11.76,7.14,9.54,3.88,6.19,9.07,7.42,7.09,10.37,
August,5.18,13.37,8.17,8.96,11.90,7.94,9.34,16.52,7.98,7.48,8.16,
September,6.80,5.45,7.17,8.41,14.17,6.05,5.33,12.02,3.08,3.50,9.19,
October,5.68,4.19,4.51,16.48,12.79,13.40,8.41,12.21,14.31,12.96,13.32,
November,7.16,5.57,4.28,9.47,6.42,4.28,18.02,8.75,20.52,21.09,13.36,
December,13.94,15.81,13.78,8.16,17.75,9.51,0.93,4.81,8.13,25.13,9.00,
Total,117.31,89.81,95.75,103.05,107.12,93.60,84.78,106.81,121.60,97.86,98.63,
Calc annual,117.31,89.81,95.75,103.05,107.12,93.60,84.78,106.81,121.60,97.86,98.63,
Difference,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,0.00,
