"WORTHINGTON (WIGAN WW)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2995,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,,,,,8.60,2.31,5.48,
February,,,,,,,,,3.88,1.07,0.23,
March,,,,,,,,,2.67,1.41,2.81,
April,,,,,,,,,1.05,0.93,2.25,
May,,,,,,,,,1.33,2.56,1.43,
June,,,,,,,,,6.08,1.55,1.71,
July,,,,,,,,,2.46,3.41,4.65,
August,,,,,,,,,6.04,3.99,6.63,
September,,,,,,,,,1.34,2.23,3.05,
October,,,,,,,,,4.79,5.57,5.18,
November,,,,,,,,,6.09,7.47,6.14,
December,,,,,,,,,3.23,5.97,4.47,
Total,,,,,,,,,47.56,38.47,44.03,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,47.56,38.47,44.03,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,0.00,
