"BENSON OBSERVATORY",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,1.62,2.52,2.21,1.45,,,,,,,,
February,0.52,0.28,2.01,3.49,,,,,,,,
March,1.28,0.77,1.69,2.56,,,,,,,,
April,2.84,0.90,2.45,1.94,,,,,,,,
May,1.59,1.09,0.99,2.01,,,,,,,,
June,2.89,0.30,1.30,0.46,,,,,,,,
July,4.99,0.18,3.45,0.93,,,,,,,,
August,0.99,1.45,4.21,2.78,,,,,,,,
September,1.17,1.97,1.81,1.96,,,,,,,,
October,2.19,1.11,0.61,4.27,,,,,,,,
November,0.87,1.48,1.10,1.59,,,,,,,,
December,1.68,1.37,2.41,2.56,,,,,,,,
Total,22.63,13.42,24.24,26.00,,,,,,,,
Calc annual,22.63,13.42,24.24,26.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Difference,-0.00,0.00,-0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
