"HEREFORD (BREINTON COURT)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2228,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,2.82,2.29,3.17,0.97,3.53,1.88,3.75,2.69,3.06,0.92,4.90,
February,0.76,0.16,2.71,5.48,0.28,4.01,1.67,2.44,1.78,0.97,0.58,
March,3.03,1.36,2.24,0.96,1.21,0.56,0.36,2.43,2.60,0.09,2.41,
April,3.98,0.57,1.85,2.05,1.69,1.49,2.21,1.04,1.22,0.96,3.22,
May,1.84,1.17,0.66,1.17,4.36,3.29,2.18,0.94,0.76,1.94,1.40,
June,3.16,0.15,0.73,0.40,1.85,0.00,1.21,2.64,3.06,2.42,0.95,
July,3.88,0.53,3.11,2.37,3.97,2.08,2.30,3.93,1.69,1.72,2.57,
August,0.78,2.36,2.47,1.22,2.22,4.03,1.78,4.32,1.75,1.08,3.00,
September,1.85,1.23,1.30,1.48,4.88,2.99,0.88,4.24,0.88,1.16,4.06,
October,3.40,1.17,0.35,4.42,3.67,2.84,2.72,2.08,4.31,4.19,3.86,
November,0.81,1.97,1.02,1.16,2.89,1.42,6.30,2.70,2.45,7.67,2.61,
December,2.56,1.15,3.64,1.57,3.21,2.42,0.49,2.23,2.17,5.68,2.68,
Total,28.87,14.11,23.25,23.25,33.76,27.01,25.85,31.68,25.73,28.80,32.24,
Calc annual,28.87,14.11,23.25,23.25,33.76,27.01,25.85,31.68,25.73,28.80,32.24,
Difference,0.00,-0.00,-0.00,-0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,
