"TEMPLEMORE  BARNANE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,6049,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,6.14,4.82,4.24,4.14,6.45,5.82,8.62,4.97,6.61,1.71,6.32,
February,3.23,1.49,4.97,8.01,1.48,6.31,3.70,3.50,4.99,3.89,0.80,
March,3.70,2.94,2.06,3.43,0.73,0.77,2.05,5.35,5.56,1.31,5.13,
April,5.06,1.03,3.48,2.66,3.23,5.72,3.21,1.98,2.49,1.45,2.56,
May,4.08,2.16,2.08,2.05,3.79,5.33,3.35,1.09,2.64,3.13,2.30,
June,1.85,0.96,2.19,0.65,4.58,0.70,2.95,4.17,5.28,1.05,2.01,
July,5.58,5.83,2.94,3.73,3.00,3.14,3.08,4.08,1.89,5.19,5.28,
August,2.30,5.10,4.35,6.84,4.29,2.01,2.30,7.26,5.58,4.44,6.62,
September,2.04,1.71,4.26,4.66,7.34,3.32,1.17,3.84,1.78,0.68,4.08,
October,5.66,2.89,1.11,5.52,5.18,5.26,3.53,2.89,6.01,4.77,6.80,
November,4.52,5.01,1.49,3.83,5.72,2.62,5.80,3.72,5.78,6.37,3.54,
December,3.82,4.45,4.96,4.62,7.24,3.15,1.54,3.97,5.65,9.44,5.39,
Total,47.98,38.39,38.13,50.14,53.03,44.15,41.30,46.82,54.26,43.43,50.83,
Calc annual,47.98,38.39,38.13,50.14,53.03,44.15,41.30,46.82,54.26,43.43,50.83,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
