"USHAW COLLEGE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,3541,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,2.83,3.53,3.46,1.07,1.64,1.68,2.97,1.51,3.28,1.99,3.35,
February,1.14,0.20,2.27,4.12,0.86,2.46,2.14,0.85,1.41,1.37,1.79,
March,3.42,0.89,1.69,1.76,1.03,1.52,0.68,1.99,3.00,0.13,2.64,
April,3.99,1.15,2.23,1.70,1.75,3.24,1.13,1.60,0.71,1.39,2.01,
May,4.38,1.81,0.76,2.20,6.39,2.61,1.98,1.67,1.51,1.21,1.27,
June,1.11,0.85,1.03,1.10,2.17,0.23,3.52,3.25,5.10,1.60,1.15,
July,4.58,1.63,5.06,1.76,4.16,1.74,3.94,3.55,1.49,3.28,5.79,
August,1.18,4.64,2.50,3.59,2.44,3.31,2.71,5.96,3.48,2.95,5.33,
September,1.08,0.63,4.18,1.33,3.46,2.79,2.50,4.21,1.00,1.07,3.31,
October,2.52,1.45,1.79,1.93,3.13,2.65,3.48,1.56,3.20,2.02,2.20,
November,0.83,2.74,0.87,3.17,1.67,2.89,4.18,2.19,3.09,2.71,3.63,
December,4.03,1.62,4.00,2.39,2.66,3.75,0.70,2.85,1.88,4.07,2.88,
Total,31.09,21.14,29.84,26.12,31.36,28.87,29.93,31.19,29.15,23.79,35.35,
Calc annual,31.09,21.14,29.84,26.12,31.36,28.87,29.93,31.19,29.15,23.79,35.35,
Difference,0.00,-0.00,0.00,-0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,
