"BIRMINGHAM WW (FIGIN) NO. 1",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,4242,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,10.05,12.13,8.75,,,,,,,,,
February,6.35,0.80,,,,,,,,,,
March,7.35,9.00,,,,,,,,,,
April,10.35,2.80,,,,,,,,,,
May,7.55,3.80,,,,,,,,,,
June,4.80,1.20,,,,,,,,,,
July,8.55,4.50,,,,,,,,,,
August,4.10,11.34,,,,,,,,,,
September,7.55,4.26,,,,,,,,,,
October,6.85,4.10,,,,,,,,,,
November,3.25,5.55,,,,,,,,,,
December,5.74,12.40,,,,,,,,,,
Total,82.49,71.88,,,,,,,,,,
Calc annual,82.49,71.88,8.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Difference,0.00,-0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
