"WOOTTON FERNHILL",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,607,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,4.74,3.92,5.05,1.46,2.76,5.58,4.50,2.78,5.94,1.28,5.65,
February,0.48,0.48,3.06,5.39,0.34,6.21,2.04,4.56,2.10,1.06,0.82,
March,1.95,1.17,2.74,1.75,2.16,0.36,0.34,3.08,3.58,0.26,1.35,
April,2.61,0.92,3.57,3.65,3.03,2.86,3.31,2.07,2.33,0.88,2.58,
May,1.18,1.74,0.65,2.57,3.16,4.09,2.28,0.55,0.88,2.64,1.96,
June,2.07,0.04,1.70,0.38,2.44,0.00,2.91,2.34,2.40,1.45,0.32,
July,5.75,0.29,3.92,0.76,2.87,2.84,2.32,3.13,1.73,1.37,2.11,
August,1.24,2.07,2.59,2.34,3.18,4.77,1.07,3.02,2.43,1.95,4.78,
September,2.00,0.56,1.91,2.88,5.31,2.53,0.60,7.31,1.04,0.58,3.05,
October,3.47,1.14,1.13,6.48,6.19,4.40,2.93,2.33,8.15,4.90,3.04,
November,1.67,2.28,3.07,1.86,2.87,3.68,7.71,3.27,3.94,8.90,5.43,
December,3.08,1.85,4.43,3.90,5.32,4.60,0.32,4.15,3.45,8.13,4.52,
Total,30.24,16.46,33.82,33.42,39.63,41.92,30.33,38.59,37.97,33.40,35.61,
Calc annual,30.24,16.46,33.82,33.42,39.63,41.92,30.33,38.59,37.97,33.40,35.61,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,
