"LOCH QUOICH (GLENQUOICH)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5710,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,21.04,26.32,11.85,24.21,10.47,16.26,15.49,18.04,21.11,3.68,19.92,
February,21.43,7.89,10.78,7.44,8.35,9.84,10.19,5.51,17.46,2.94,0.96,
March,15.76,18.25,4.75,3.55,1.00,7.47,16.79,7.95,8.83,3.96,7.02,
April,4.45,3.60,4.87,3.72,4.54,10.27,4.57,13.68,5.35,6.08,4.48,
May,11.55,6.83,13.73,6.83,6.14,10.53,2.78,4.89,1.38,5.60,7.31,
June,4.35,2.85,6.09,9.33,7.74,3.57,4.77,8.95,8.35,7.41,6.17,
July,8.02,8.91,6.29,9.04,10.22,3.76,6.09,3.53,12.83,6.61,3.39,
August,4.77,5.77,5.66,11.20,7.01,4.57,9.30,6.83,8.33,11.29,11.87,
September,6.78,9.80,5.86,14.13,14.39,7.03,9.27,10.70,9.13,10.07,6.88,
October,3.50,14.62,4.04,18.82,7.46,9.48,8.18,16.83,15.56,23.84,18.85,
November,14.00,2.60,10.74,10.16,8.83,2.65,10.00,11.79,17.22,14.20,17.86,
December,8.92,25.60,16.58,11.07,22.77,13.87,12.45,0.50,12.50,22.78,12.50,
Total,124.57,133.13,101.24,129.50,108.92,99.30,109.88,109.20,138.05,118.46,117.21,
Calc annual,124.57,133.04,101.24,129.50,108.92,99.30,109.88,109.20,138.05,118.46,117.21,
Difference,0.00,0.09,-0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,-0.00,0.00,
