"SHEFFORD STONDON MANOR",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1163,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,2.19,1.67,2.26,0.93,2.16,1.36,2.16,2.42,2.52,1.01,2.36,
February,0.50,0.25,1.34,2.73,0.84,2.59,2.65,2.89,1.11,0.59,0.50,
March,1.18,0.82,1.55,2.33,0.77,1.32,0.21,2.16,1.25,0.00,1.48,
April,3.27,1.04,2.77,1.48,2.61,1.78,3.25,1.61,1.00,1.55,1.68,
May,1.52,0.95,1.45,1.23,7.20,1.89,1.72,0.72,1.17,2.31,2.54,
June,1.58,0.34,0.99,0.52,2.48,0.09,3.35,2.72,1.83,0.97,0.25,
July,3.40,0.23,4.02,3.58,3.47,2.43,2.54,2.56,2.47,1.29,2.18,
August,0.97,0.94,1.97,3.26,3.05,2.73,0.86,3.08,3.77,0.58,1.98,
September,2.37,1.22,2.51,1.93,2.69,2.53,2.00,4.33,0.81,0.10,3.21,
October,1.05,0.65,0.60,3.91,3.60,3.51,2.46,1.25,3.44,3.10,1.01,
November,1.24,1.76,0.78,0.87,2.32,1.58,3.47,2.29,1.59,4.95,3.34,
December,1.48,1.48,1.61,2.18,2.42,1.52,0.12,3.28,2.29,3.57,2.32,
Total,20.75,11.35,21.85,24.95,33.61,23.33,24.79,29.31,23.25,20.02,22.85,
Calc annual,20.75,11.35,21.85,24.95,33.61,23.33,24.79,29.31,23.25,20.02,22.85,
Difference,0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,0.00,
