"DARWEN SUNNYHURST HEY RESERVOIR",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2941,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,4.26,8.05,3.73,5.39,3.93,3.73,6.34,5.76,13.47,2.05,7.88,
February,3.77,0.37,5.87,8.11,1.12,7.91,5.63,2.60,5.39,1.53,0.44,
March,4.83,3.95,2.95,2.15,1.66,2.19,2.35,5.90,4.29,1.87,3.35,
April,6.27,2.58,2.87,3.82,2.02,3.50,1.97,3.63,1.60,1.41,2.90,
May,7.53,3.17,2.40,4.58,6.16,5.03,3.81,1.74,1.29,3.93,2.32,
June,3.31,0.82,4.04,1.63,3.83,0.29,3.10,5.21,7.08,2.15,2.88,
July,6.48,2.49,5.71,6.15,5.62,2.96,3.80,5.38,3.23,4.42,6.14,
August,3.11,7.49,5.44,7.05,8.21,5.26,4.26,7.02,7.90,6.81,9.85,
September,3.10,2.23,5.25,5.94,5.38,5.48,5.22,7.90,1.58,2.50,3.58,
October,1.98,3.20,0.84,7.92,5.03,7.08,4.19,5.36,7.23,8.94,6.75,
November,2.50,3.32,4.46,6.96,3.24,4.18,8.41,5.60,7.87,10.70,7.50,
December,3.07,7.25,5.45,5.47,6.84,3.49,2.01,1.55,3.44,10.43,4.97,
Total,50.21,44.92,49.01,65.17,53.04,51.10,51.09,57.65,64.37,56.74,58.56,
Calc annual,50.21,44.92,49.01,65.17,53.04,51.10,51.09,57.65,64.37,56.74,58.56,
Difference,0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,
