"CHIPSTEAD HOW GREEN RESERVOIR",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,89,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,3.32,2.49,3.34,1.87,2.83,2.74,3.87,2.53,4.50,1.60,3.96,
February,0.49,0.29,3.35,5.04,0.63,4.73,2.47,4.85,2.10,0.49,0.94,
March,2.24,1.70,2.25,2.12,1.14,0.83,0.38,3.50,2.50,0.08,1.60,
April,3.94,1.17,3.30,2.49,4.06,4.39,3.97,2.19,1.90,0.90,1.84,
May,0.70,2.25,1.19,2.95,4.09,2.51,1.68,1.30,2.20,2.10,2.98,
June,2.17,0.13,1.55,0.43,2.52,0.19,4.63,3.75,3.30,1.26,0.68,
July,5.37,0.32,4.16,3.33,3.61,3.12,2.25,3.55,1.60,1.55,2.96,
August,1.76,1.70,2.00,3.13,3.70,2.79,2.00,4.08,3.10,1.78,3.37,
September,3.39,1.37,2.37,1.75,4.37,3.58,1.08,5.47,0.70,0.10,4.30,
October,1.10,0.87,1.96,6.73,4.15,3.45,2.78,1.85,6.80,4.10,1.65,
November,2.07,1.82,2.00,1.85,3.70,2.97,6.66,2.90,3.60,7.42,4.75,
December,3.09,1.72,5.44,2.84,5.06,2.94,0.36,4.65,3.25,8.20,2.50,
Total,29.64,15.83,32.91,34.53,39.86,34.24,32.13,40.62,35.55,29.58,31.53,
Calc annual,29.64,15.83,32.91,34.53,39.86,34.24,32.13,40.62,35.55,29.58,31.53,
Difference,-0.00,-0.00,-0.00,0.00,-0.00,0.00,0.00,0.00,-0.00,0.00,0.00,
