"BIDEFORD, EDGEHILL COLLEGE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1864,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,,,,,,1.53,5.72,
February,,,,,,,,,,1.19,1.45,
March,,,,,,,,,,0.43,1.93,
April,,,,,,,,,,0.67,2.09,
May,,,,,,,,,,3.49,1.84,
June,,,,,,,,,,2.75,0.68,
July,,,,,,,,,,3.14,2.80,
August,,,,,,,,,,3.13,2.60,
September,,,,,,,,,,0.77,5.38,
October,,,,,,,,,7.73,7.47,5.05,
November,,,,,,,,,4.37,10.27,3.82,
December,,,,,,,,,5.42,8.39,4.43,
Total,,,,,,,,,,43.23,37.79,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.52,43.23,37.79,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.00,0.00,
