"WESTON-SUPER-MARE (CLARENCE PARK (MWR)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2038,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,3.86,3.25,3.03,1.65,4.36,2.48,4.67,3.19,5.63,1.08,3.84,
February,0.95,0.13,2.96,7.34,0.21,3.73,1.67,2.43,2.37,1.00,0.59,
March,2.73,2.02,2.33,1.37,1.30,0.26,0.78,3.10,2.77,0.10,2.25,
April,4.18,0.87,2.73,2.42,2.41,2.09,2.49,1.37,1.58,0.40,2.54,
May,2.27,2.21,1.25,1.48,4.60,3.43,2.11,1.72,0.36,1.81,1.06,
June,3.86,0.25,1.14,0.48,3.00,0.02,1.84,2.69,2.18,1.95,0.60,
July,5.04,0.64,3.43,1.87,4.55,3.49,1.79,3.53,2.45,1.43,2.01,
August,1.91,2.15,4.22,2.85,5.45,6.40,3.02,4.75,2.64,4.58,6.19,
September,2.25,2.79,2.76,3.56,4.43,3.70,1.73,6.91,0.89,0.46,3.24,
October,3.04,1.55,1.16,4.36,5.31,3.40,4.90,1.89,4.97,6.39,3.47,
November,2.15,2.16,1.82,3.38,2.72,2.25,5.88,3.25,2.50,7.49,4.28,
December,2.45,1.94,5.08,3.06,3.72,3.44,0.21,2.96,2.85,5.58,3.33,
Total,34.69,19.96,31.91,33.82,42.06,34.69,31.09,37.79,31.19,32.27,33.40,
Calc annual,34.69,19.96,31.91,33.82,42.06,34.69,31.09,37.79,31.19,32.27,33.40,
Difference,0.00,-0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
