"CHURCHSTANTON",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2106,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,,,,4.96,5.63,1.81,6.63,
February,,,,,,,,4.98,4.05,1.50,2.58,
March,,,,,,,,6.36,3.33,0.28,4.06,
April,,,,,,,,2.09,1.93,1.48,5.21,
May,,,,,,,,0.96,1.28,2.80,1.72,
June,,,,,,,,3.05,2.73,2.10,0.95,
July,,,,,,,,4.43,1.46,1.51,2.58,
August,,,,,,,,4.70,1.38,2.75,4.50,
September,,,,,,,,5.10,1.44,0.50,7.78,
October,,,,,,,,2.70,6.28,6.11,4.16,
November,,,,,,,,3.72,4.02,10.91,6.91,
December,,,,,,,,2.86,2.77,8.85,5.00,
Total,,,,,,,,45.91,36.30,40.60,52.08,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45.91,36.30,40.60,52.08,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.00,-0.00,0.00,0.00,
