"CASTLE BROMWICH AERODROME",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,2.81,1.95,,,,,,
February,,,,,0.52,2.66,,,,,,
March,,,,,0.79,0.70,,,,,,
April,,,,,2.67,2.10,,,,,,
May,,,,,4.60,3.10,,,,,,
June,,,,,1.53,0.18,,,,,,
July,,,,,2.87,3.11,,,,,,
August,,,,,2.56,2.58,,,,,,
September,,,,,2.84,3.59,,,,,,
October,,,,,3.85,3.39,,,,,,
November,,,,,2.13,1.51,,,,,,
December,,,,,2.61,2.25,,,,,,
Total,,,,,29.78,27.12,,,,,,
Calc annual,0.00,0.00,0.00,0.00,29.78,27.12,0.00,0.00,0.00,0.00,0.00,
Difference,NaN,NaN,NaN,NaN,0.00,0.00,NaN,NaN,NaN,NaN,NaN,
