"LOCH SHIEL, POLLOCH HOUSE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5394,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,,,14.98,15.83,20.24,4.08,16.97,
February,,,,,,,6.28,7.08,8.57,3.18,0.99,
March,,,,,,,7.02,7.25,11.82,1.17,6.67,
April,,,,,,,2.71,8.50,5.02,3.84,4.18,
May,,,,,,,6.34,5.93,0.87,6.13,4.22,
June,,,,,,,5.22,6.24,4.71,6.13,6.83,
July,,,,,,,5.35,4.92,7.63,6.53,2.96,
August,,,,,,,9.55,7.11,7.62,9.53,12.24,
September,,,,,,,7.16,7.74,6.98,8.64,5.86,
October,,,,,,,7.27,10.44,11.89,14.27,16.45,
November,,,,,,,10.17,9.62,12.82,12.83,10.09,
December,,,,,,,9.74,0.74,13.63,16.67,12.16,
Total,,,,,,,91.79,91.40,111.80,93.00,99.62,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,91.79,91.40,111.80,93.00,99.62,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,0.00,0.00,0.00,
