"BRADFORD (PEVERELL HOUSE)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,NONE,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,5.58,4.87,5.92,2.47,,,,,,,,
February,0.76,0.17,4.30,8.89,,,,,,,,
March,3.53,2.44,3.87,1.82,,,,,,,,
April,4.61,0.71,4.40,3.50,,,,,,,,
May,1.76,2.49,1.06,1.95,,4.72,,,,,,
June,2.82,0.35,2.24,0.46,,0.05,,,,,,
July,6.34,0.80,5.02,1.05,,3.56,,,,,,
August,1.78,2.69,3.43,2.44,,3.47,,,,,,
September,2.23,1.17,2.48,4.14,,4.36,,,,,,
October,3.37,1.84,1.13,6.60,,5.13,,,,,,
November,2.82,4.00,3.28,2.53,,4.14,,,,,,
December,3.80,1.77,5.97,4.04,,5.12,,,,,,
Total,39.40,23.30,43.10,39.89,,,,,,,,
Calc annual,39.40,23.30,43.10,39.89,0.00,30.55,0.00,0.00,0.00,0.00,0.00,
Difference,0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
