"DUNOON RESERVOIR",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5431,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,9.03,19.77,8.14,12.19,9.59,8.07,13.13,15.20,18.96,3.70,8.72,
February,10.10,3.45,9.49,6.80,2.00,6.53,11.33,6.63,8.43,3.21,0.64,
March,7.60,7.83,2.98,4.85,1.54,4.22,9.69,7.35,7.34,2.22,5.07,
April,3.74,2.79,5.01,5.77,5.16,12.08,2.88,7.57,4.00,1.98,3.32,
May,9.83,4.94,6.86,4.13,6.28,11.32,5.29,4.11,2.24,5.83,4.84,
June,2.77,0.71,4.34,3.63,5.33,1.92,3.58,7.00,7.88,4.99,4.36,
July,4.91,7.54,4.82,8.07,7.07,2.90,5.09,5.29,8.31,6.78,4.67,
August,7.72,9.46,5.40,10.73,5.95,6.79,7.81,6.79,7.57,9.63,9.38,
September,6.59,4.60,5.08,15.85,10.08,6.15,7.50,11.75,6.37,1.96,6.85,
October,3.27,8.14,4.94,13.59,6.08,8.31,11.54,10.88,13.39,10.29,12.70,
November,10.15,6.44,9.27,9.77,7.82,1.55,11.81,11.93,15.13,11.23,8.17,
December,7.37,16.62,7.32,9.67,13.21,4.31,7.53,1.85,11.55,14.84,7.24,
Total,83.08,92.29,73.65,105.05,80.11,74.15,97.18,96.35,111.17,76.66,75.96,
Calc annual,83.08,92.29,73.65,105.05,80.11,74.15,97.18,96.35,111.17,76.66,75.96,
Difference,-0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,
