"HAMILTON ST JAMES' MANSE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,5.10,7.77,3.74,3.81,3.88,,,,,,,
February,4.99,0.42,2.97,3.70,0.46,,,,,,,
March,3.29,5.31,2.24,1.73,0.87,,,,,,,
April,1.65,1.05,1.67,3.50,1.59,,,,,,,
May,3.84,1.93,2.50,1.68,4.38,,,,,,,
June,1.24,0.45,1.60,1.01,1.59,,,,,,,
July,3.13,3.75,2.44,3.12,2.81,,,,,,,
August,5.13,6.77,1.95,6.32,2.68,,,,,,,
September,1.69,2.61,2.11,4.18,4.39,,,,,,,
October,1.14,3.79,1.88,5.34,3.21,,,,,,,
November,3.68,1.80,2.09,3.83,2.15,,,,,,,
December,2.84,7.02,4.24,3.10,6.71,,,,,,,
Total,37.72,42.67,29.43,41.32,34.72,,,,,,,
Calc annual,37.72,42.67,29.43,41.32,34.72,0.00,0.00,0.00,0.00,0.00,0.00,
Difference,0.00,0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,
